ID,回,年,月,日,水路,タイプ,レース番号,競技名,競技性別,リレー年齢区分,リレー実年齢合計,リレータイム,リレー大会新差,リレー泳順,個人年齢区分,順位,選手名,性別,チーム名,個人タイム,個人大会新差,飛込タイム,LAPタイム,個人得点,チーム得点,申請タイム,ぴったり賞,大会新,大会記録,日本記録,世界記録,レーン
1,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,320～359歳,328,1:48.11,,1,,1,金子孝子,,セ・清瀬,30.41,,,,,,,,,,1:26.19,,1/4
2,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,320～359歳,328,1:48.11,,2,,1,手塚泰子,,セ・清瀬,28.57,,,,,,,,,,1:26.19,,1/4
3,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,320～359歳,328,1:48.11,,3,,1,鈴木洋子,,セ・清瀬,26.35,,,,,,,,,,1:26.19,,1/4
4,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,320～359歳,328,1:48.11,,4,,1,森京子,,セ・清瀬,22.78,,,,,,,,,,1:26.19,,1/4
5,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,320～359歳,322,1:53.53,,1,,2,御手洗ヨシ,,CS南行徳,28.68,,,,,,,,,,1:26.19,,1/3
6,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,320～359歳,322,1:53.53,,2,,2,小森和子,,CS南行徳,33.68,,,,,,,,,,1:26.19,,1/3
7,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,320～359歳,322,1:53.53,,3,,2,岡田まり子,,CS南行徳,25.50,,,,,,,,,,1:26.19,,1/3
8,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,320～359歳,322,1:53.53,,4,,2,福澤チヅ子,,CS南行徳,25.67,,,,,,,,,,1:26.19,,1/3
9,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,285,1:22.90,,1,,1,松村恵子,,セ・葛西,22.26,,,,,,,,,1:19.71,1:16.35,,2/4
10,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,285,1:22.90,,2,,1,小澤優子,,セ・葛西,24.56,,,,,,,,,1:19.71,1:16.35,,2/4
11,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,285,1:22.90,,3,,1,大山恵子,,セ・葛西,17.99,,,,,,,,,1:19.71,1:16.35,,2/4
12,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,285,1:22.90,,4,,1,青砥美智子,,セ・葛西,18.09,,,,,,,,,1:19.71,1:16.35,,2/4
13,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,287,1:27.07,,1,,2,藤井一恵,,セ・大森,23.72,,,,,,,,,1:19.71,1:16.35,,2/5
14,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,287,1:27.07,,2,,2,井上美佐子,,セ・大森,23.55,,,,,,,,,1:19.71,1:16.35,,2/5
15,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,287,1:27.07,,3,,2,市野克子,,セ・大森,21.35,,,,,,,,,1:19.71,1:16.35,,2/5
16,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,287,1:27.07,,4,,2,室谷晴江,,セ・大森,18.45,,,,,,,,,1:19.71,1:16.35,,2/5
17,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,289,1:29.44,,1,,3,後藤明美,,セ・天王洲,21.43,,,,,,,,,1:19.71,1:16.35,,2/2
18,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,289,1:29.44,,2,,3,櫻田琴,,セ・天王洲,22.95,,,,,,,,,1:19.71,1:16.35,,2/2
19,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,289,1:29.44,,3,,3,浅野みどり,,セ・天王洲,20.35,,,,,,,,,1:19.71,1:16.35,,2/2
20,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,289,1:29.44,,4,,3,平田美佐子,,セ・天王洲,24.71,,,,,,,,,1:19.71,1:16.35,,2/2
21,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,288,1:29.59,,1,,4,山地多佳子,,セ・おおたか,23.70,,,,,,,,,1:19.71,1:16.35,,2/3
22,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,288,1:29.59,,2,,4,肴村博子,,セ・おおたか,24.33,,,,,,,,,1:19.71,1:16.35,,2/3
23,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,288,1:29.59,,3,,4,岩崎良子,,セ・おおたか,18.94,,,,,,,,,1:19.71,1:16.35,,2/3
24,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,288,1:29.59,,4,,4,田中もみち,,セ・おおたか,22.62,,,,,,,,,1:19.71,1:16.35,,2/3
25,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,288,1:33.33,,1,,5,相澤史子,,セ・松戸,24.41,,,,,,,,,1:19.71,1:16.35,,2/8
26,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,288,1:33.33,,2,,5,若松はる子,,セ・松戸,29.33,,,,,,,,,1:19.71,1:16.35,,2/8
27,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,288,1:33.33,,3,,5,森本美恵,,セ・松戸,19.82,,,,,,,,,1:19.71,1:16.35,,2/8
28,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,288,1:33.33,,4,,5,八田清子,,セ・松戸,19.77,,,,,,,,,1:19.71,1:16.35,,2/8
29,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,292,1:34.66,,1,,6,吉見一江,,セ・二俣川,26.60,,,,,,,,,1:19.71,1:16.35,,2/1
30,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,292,1:34.66,,2,,6,小沢邦恵,,セ・二俣川,25.79,,,,,,,,,1:19.71,1:16.35,,2/1
31,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,292,1:34.66,,2,,6,/6,,セ・二俣川,,,,,,,,,,1:19.71,1:16.35,,2/1
32,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,292,1:34.66,,3,,6,近藤ひな子,,セ・二俣川,20.08,,,,,,,,,1:19.71,1:16.35,,2/1
33,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,292,1:34.66,,4,,6,武藤治子,,セ・二俣川,22.19,,,,,,,,,1:19.71,1:16.35,,2/1
34,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,291,1:35.04,,1,,7,吉野治子,,セ・成城,22.10,,,,,,,,,1:19.71,1:16.35,,2/6
35,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,291,1:35.04,,2,,7,上田寿美子,,セ・成城,29.79,,,,,,,,,1:19.71,1:16.35,,2/6
36,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,291,1:35.04,,3,,7,草森理子,,セ・成城,22.16,,,,,,,,,1:19.71,1:16.35,,2/6
37,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,291,1:35.04,,4,,7,栗林眞知子,,セ・成城,20.99,,,,,,,,,1:19.71,1:16.35,,2/6
38,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,291,1:45.36,,1,,8,原田早苗,,セ・南千住,28.58,,,,,,,,,1:19.71,1:16.35,,2/7
39,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,291,1:45.36,,2,,8,大手佳江,,セ・南千住,27.63,,,,,,,,,1:19.71,1:16.35,,2/7
40,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,291,1:45.36,,3,,8,山村昌子,,セ・南千住,27.53,,,,,,,,,1:19.71,1:16.35,,2/7
41,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,291,1:45.36,,4,,8,于亜芝,,セ・南千住,21.62,,,,,,,,,1:19.71,1:16.35,,2/7
42,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,287,1:45.38,,1,,9,仲岡輝,,セ・我孫子,26.29,,,,,,,,,1:19.71,1:16.35,,1/5
43,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,287,1:45.38,,2,,9,渋谷照代,,セ・我孫子,28.89,,,,,,,,,1:19.71,1:16.35,,1/5
44,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,287,1:45.38,,3,,9,伊藤秀子,,セ・我孫子,25.95,,,,,,,,,1:19.71,1:16.35,,1/5
45,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,287,1:45.38,,4,,9,石川和子,,セ・我孫子,24.25,,,,,,,,,1:19.71,1:16.35,,1/5
46,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,289,1:46.17,,1,,10,大久保祐美子,,セ・我孫子,25.28,,,,,,,,,1:19.71,1:16.35,,1/6
47,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,289,1:46.17,,2,,10,木村恵,,セ・我孫子,29.68,,,,,,,,,1:19.71,1:16.35,,1/6
48,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,289,1:46.17,,3,,10,小野洋子,,セ・我孫子,26.04,,,,,,,,,1:19.71,1:16.35,,1/6
49,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,280～319歳,289,1:46.17,,4,,10,安部澄子,,セ・我孫子,25.17,,,,,,,,,1:19.71,1:16.35,,1/6
50,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,240～279歳,240,1:12.96,,1,,1,鈴木亜抄子,,セ・二俣川,19.20,,,,,,,,,1:08.57,1:07.41,,3/4
51,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,240～279歳,240,1:12.96,,2,,1,盛田真規子,,セ・二俣川,22.68,,,,,,,,,1:08.57,1:07.41,,3/4
52,74,2023,5,14,短水路,チーム,3,4×25mメドレーリレー,女子,240～279歳,240,1:12.96,,3,,1,武井麻知子,,セ・二俣川,16.83,,,,,,,,,1:08.57,1:07.41,,3/4
