ID,回,年,月,日,水路,タイプ,レース番号,競技名,競技性別,リレー年齢区分,リレー実年齢合計,リレータイム,リレー大会新差,リレー泳順,個人年齢区分,順位,選手名,性別,チーム名,個人タイム,個人大会新差,飛込タイム,LAPタイム,個人得点,チーム得点,申請タイム,ぴったり賞,大会新,大会記録,日本記録,世界記録,レーン
1,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,320～359歳,330,3:50.50,,1,,1,鬼束洋子,,天王洲,50.47,,,,,,,,,3:16.24,2:52.72,2:52.72,1/8
2,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,320～359歳,330,3:50.50,,2,,1,川端淑子,,天王洲,1:01.32,,,,,,,,,3:16.24,2:52.72,2:52.72,1/8
3,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,320～359歳,330,3:50.50,,3,,1,熊谷一枝,,天王洲,58.14,,,,,,,,,3:16.24,2:52.72,2:52.72,1/8
4,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,320～359歳,330,3:50.50,,4,,1,平田美佐子,,天王洲,1:00.57,,,,,,,,,3:16.24,2:52.72,2:52.72,1/8
5,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,285,2:46.36,,1,,1,立石由美子,,大森,38.91,,,,,,,,,2:45.72,2:23.39,2:14.99,3/3
6,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,285,2:46.36,,2,,1,市野克子,,大森,42.05,,,,,,,,,2:45.72,2:23.39,2:14.99,3/3
7,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,285,2:46.36,,3,,1,室谷晴江,,大森,44.69,,,,,,,,,2:45.72,2:23.39,2:14.99,3/3
8,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,285,2:46.36,,4,,1,井上美佐子,,大森,40.71,,,,,,,,,2:45.72,2:23.39,2:14.99,3/3
9,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,281,2:52.09,,1,,2,小宮山美芽,,天王洲,49.83,,,,,,,,,2:45.72,2:23.39,2:14.99,2/7
10,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,281,2:52.09,,2,,2,梅田栄己子,,天王洲,42.80,,,,,,,,,2:45.72,2:23.39,2:14.99,2/7
11,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,281,2:52.09,,3,,2,後藤明美,,天王洲,40.26,,,,,,,,,2:45.72,2:23.39,2:14.99,2/7
12,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,281,2:52.09,,4,,2,浅野みどり,,天王洲,39.20,,,,,,,,,2:45.72,2:23.39,2:14.99,2/7
13,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,310,3:00.04,,1,,3,柴崎徳子,,柏,44.67,,,,,,,,,2:45.72,2:23.39,2:14.99,2/6
14,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,310,3:00.04,,2,,3,木澤晃子,,柏,45.22,,,,,,,,,2:45.72,2:23.39,2:14.99,2/6
15,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,310,3:00.04,,3,,3,長野愛子,,柏,47.98,,,,,,,,,2:45.72,2:23.39,2:14.99,2/6
16,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,310,3:00.04,,4,,3,浅浦礼子,,柏,42.17,,,,,,,,,2:45.72,2:23.39,2:14.99,2/6
17,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,297,3:09.59,,1,,4,内田良子,,用賀,47.91,,,,,,,,,2:45.72,2:23.39,2:14.99,1/5
18,78,2025,5,31,長水路,チーム,3,4×50mフリーリレー,女子,280～319歳,297,3:09.59,,2,,4,舘野圭子,,用賀,55.43,,,,,,,,,2:45.72,2:23.39,2:14.99,1/5
