round,pool_type,team_key,team_names,gender,name_a,name_b,normalized_a,normalized_b,score,reason,age_groups_a,age_groups_b,sources_a,sources_b,evidence_a,evidence_b,review_status,review_note
78,長水路,ザバス川崎,ザバス川崎,男子,加藤慎悟,加藤慎梧,加藤慎悟,加藤慎梧,90,edit_distance_1,18～24歳,18～24歳,individual_results,individual_results,"race=23,event=50mバタフライ,age=18～24歳,rank=9","race=16,event=50m自由形,age=18～24歳,rank=15",candidate,
78,長水路,トレッサ,セ・トレッサ,女子,堀口実枝子,掘口実枝子,堀口実枝子,掘口実枝子,90,edit_distance_1,65～69歳,65～69歳,individual_results,individual_results,"race=13,event=50m背泳ぎ,age=65～69歳,rank=4","race=9,event=100m自由形,age=65～69歳,rank=11",candidate,
78,長水路,二俣川,セ・二俣川 / 二俣川,男子,冨松実,富松実,富松実,富松実,98,variant_normalized_match,240～279歳 / 65～69歳,240～279歳,individual_results / relay_members,relay_members,"race=14,event=50m背泳ぎ,age=65～69歳,rank=2 | race=16,event=50m自由形,age=65～69歳,rank=1 | race=4,event=4×50mフリーリレー,age=240～279歳,order=1","race=12,event=4×50mメドレーリレー,age=240～279歳,order=4",candidate,
78,長水路,大森,セ・大森 / 大森,女子,富永結衣子,冨永結衣子,富永結衣子,富永結衣子,98,variant_normalized_match,40～44歳,200～239歳 / 40～44歳,individual_results,individual_results / relay_members,"race=1,event=200m自由形,age=40～44歳,rank=4","race=15,event=50m自由形,age=40～44歳,rank= | race=5,event=4×100mフリーリレー,age=200～239歳,order=4",candidate,
78,長水路,天王洲,セ・天王洲 / 天王洲,男子,宮田遼太,寺田遼太,宮田遼太,寺田遼太,90,edit_distance_1,72～119歳,200～239歳 / 30～34歳 / 72～119歳,relay_members,individual_results / relay_members,"race=12,event=4×50mメドレーリレー,age=72～119歳,order=3","race=10,event=100m自由形,age=30～34歳,rank=4 | race=16,event=50m自由形,age=30～34歳,rank=3 | race=4,event=4×50mフリーリレー,age=200～239歳,order=1 | race=6,event=4×100mフリーリレー,age=200～239歳,order=1 | race=12,event=4×50mメドレーリレー,age=72～119歳,order=4",candidate,
78,長水路,市ヶ尾,セ・市ヶ尾 / 市ヶ尾,女子,宮下奏子,宮下泰子,宮下奏子,宮下泰子,90,edit_distance_1,35～39歳,160～199歳,individual_results,relay_members,"race=7,event=200m個人メドレー,age=35～39歳,rank=1 | race=20,event=50m平泳ぎ,age=35～39歳,rank=1","race=3,event=4×50mフリーリレー,age=160～199歳,order=4 | race=11,event=4×50mメドレーリレー,age=160～199歳,order=3",candidate,
78,長水路,志木,セ・志木 / 志木,女子,赤坂恵美子,赤坂惠美子,赤坂恵美子,赤坂恵美子,98,variant_normalized_match,45～49歳,200～239歳,individual_results,relay_members,"race=1,event=200m自由形,age=45～49歳,rank=11 | race=9,event=100m自由形,age=45～49歳,rank=8","race=3,event=4×50mフリーリレー,age=200～239歳,order=1",candidate,
78,長水路,成城,セ・成城 / 成城,男子,柿沼龍史,柿沼龍吏,柿沼龍史,柿沼龍吏,90,edit_distance_1,160～199歳 / 25～29歳 / 72～119歳,72～119歳,individual_results / relay_members,relay_members,"race=2,event=200m自由形,age=25～29歳,rank=3 | race=10,event=100m自由形,age=25～29歳,rank=3 | race=4,event=4×50mフリーリレー,age=160～199歳,order=3 | race=19,event=4×100mメドレーリレー,age=72～119歳,order=1","race=6,event=4×100mフリーリレー,age=72～119歳,order=3",candidate,
78,長水路,我孫子,セ・我孫子,男子,山梨英亮,山梨英克,山梨英亮,山梨英克,94,ocr_confusable_match,65～69歳,65～69歳,individual_results,individual_results,"race=16,event=50m自由形,age=65～69歳,rank=6","race=21,event=50m平泳ぎ,age=65～69歳,rank=2",candidate,
78,長水路,柏,セ・柏 / 柏,女子,木澤晃子,木澤杲子,木沢晃子,木沢杲子,90,edit_distance_1,280～319歳,85～89歳,relay_members,individual_results,"race=3,event=4×50mフリーリレー,age=280～319歳,order=2","race=15,event=50m自由形,age=85～89歳,rank=1",candidate,
